/home/swli2/slowfast/data/video0_final.mp4 9
/home/swli2/slowfast/data/video1_final.mp4 5
/home/swli2/slowfast/data/video2_final.mp4 7
/home/swli2/slowfast/data/video4_final.mp4 0
/home/swli2/slowfast/data/video5_final.mp4 0
/home/swli2/slowfast/data/video6_final.mp4 0
/home/swli2/slowfast/data/video8_final.mp4 0
/home/swli2/slowfast/data/video10_final.mp4 0
/home/swli2/slowfast/data/video11_final.mp4 0
/home/swli2/slowfast/data/video12_final.mp4 6
/home/swli2/slowfast/data/video13_final.mp4 0
/home/swli2/slowfast/data/video16_final.mp4 3
/home/swli2/slowfast/data/video17_final.mp4 5
/home/swli2/slowfast/data/video19_final.mp4 1
/home/swli2/slowfast/data/video22_final.mp4 0
/home/swli2/slowfast/data/video25_final.mp4 0
/home/swli2/slowfast/data/video27_final.mp4 4
/home/swli2/slowfast/data/video28_final.mp4 0
/home/swli2/slowfast/data/video29_final.mp4 3
/home/swli2/slowfast/data/video32_final.mp4 4
/home/swli2/slowfast/data/video33_final.mp4 1
/home/swli2/slowfast/data/video35_final.mp4 0
/home/swli2/slowfast/data/video37_final.mp4 0
/home/swli2/slowfast/data/video42_final.mp4 0
/home/swli2/slowfast/data/video45_final.mp4 3
/home/swli2/slowfast/data/video46_final.mp4 8
/home/swli2/slowfast/data/video49_final.mp4 0
/home/swli2/slowfast/data/video50_final.mp4 0
/home/swli2/slowfast/data/video52_final.mp4 7
/home/swli2/slowfast/data/video53_final.mp4 7
/home/swli2/slowfast/data/video54_final.mp4 7
/home/swli2/slowfast/data/video61_final.mp4 7
/home/swli2/slowfast/data/video62_final.mp4 9
/home/swli2/slowfast/data/video66_final.mp4 0
/home/swli2/slowfast/data/video67_final.mp4 0
/home/swli2/slowfast/data/video68_final.mp4 0
/home/swli2/slowfast/data/video75_final.mp4 7
/home/swli2/slowfast/data/video76_final.mp4 6
/home/swli2/slowfast/data/video77_final.mp4 5
/home/swli2/slowfast/data/video93_final.mp4 8
/home/swli2/slowfast/data/video95_final.mp4 2
/home/swli2/slowfast/data/video98_final.mp4 0
/home/swli2/slowfast/data/video99_final.mp4 0
/home/swli2/slowfast/data/video102_final.mp4 1
/home/swli2/slowfast/data/video103_final.mp4 9
/home/swli2/slowfast/data/video104_final.mp4 1
/home/swli2/slowfast/data/video107_final.mp4 0
/home/swli2/slowfast/data/video108_final.mp4 0
/home/swli2/slowfast/data/video120_final.mp4 2
/home/swli2/slowfast/data/video121_final.mp4 8
/home/swli2/slowfast/data/video122_final.mp4 7
/home/swli2/slowfast/data/video123_final.mp4 9
/home/swli2/slowfast/data/video125_final.mp4 0
/home/swli2/slowfast/data/video130_final.mp4 8
/home/swli2/slowfast/data/video132_final.mp4 0
/home/swli2/slowfast/data/video133_final.mp4 0
/home/swli2/slowfast/data/video184_final.mp4 0
/home/swli2/slowfast/data/video185_final.mp4 0
/home/swli2/slowfast/data/video187_final.mp4 0
/home/swli2/slowfast/data/video188_final.mp4 0
/home/swli2/slowfast/data/video190_final.mp4 0
/home/swli2/slowfast/data/video191_final.mp4 0
/home/swli2/slowfast/data/video192_final.mp4 0
/home/swli2/slowfast/data/video193_final.mp4 0
/home/swli2/slowfast/data/video194_final.mp4 0
/home/swli2/slowfast/data/video195_final.mp4 0
/home/swli2/slowfast/data/video196_final.mp4 0
/home/swli2/slowfast/data/video110_final.mp4 1
/home/swli2/slowfast/data/video111_final.mp4 1
/home/swli2/slowfast/data/video112_final.mp4 6
/home/swli2/slowfast/data/video113_final.mp4 9
/home/swli2/slowfast/data/video73_final.mp4 8
